RUN	pokemonapi.PokemonApiTest	pokemonapitest	1720479371631	 	3.11.3
REQUEST		Get Pikachu	1720479374465	1720479374536	OK	 
USER	Pokemon API Test	START	1720479374545
USER	Pokemon API Test	END	1720479374546
USER	Pokemon API Test	START	1720479374546
REQUEST		Get Pikachu	1720479374450	1720479374542	OK	 
REQUEST		Get Pikachu	1720479374468	1720479374549	OK	 
USER	Pokemon API Test	END	1720479374553
USER	Pokemon API Test	START	1720479374553
USER	Pokemon API Test	START	1720479374553
USER	Pokemon API Test	START	1720479374553
USER	Pokemon API Test	END	1720479374555
USER	Pokemon API Test	START	1720479374555
REQUEST		Get Pikachu	1720479374532	1720479374579	OK	 
REQUEST		Get Pikachu	1720479374555	1720479374584	OK	 
USER	Pokemon API Test	END	1720479374586
USER	Pokemon API Test	END	1720479374586
USER	Pokemon API Test	START	1720479374586
USER	Pokemon API Test	START	1720479374588
REQUEST		Get Pikachu	1720479374534	1720479374591	OK	 
USER	Pokemon API Test	END	1720479374596
REQUEST		Get Pikachu	1720479374546	1720479374595	OK	 
USER	Pokemon API Test	END	1720479374597
USER	Pokemon API Test	START	1720479374597
REQUEST		Get Pikachu	1720479374553	1720479374593	OK	 
USER	Pokemon API Test	START	1720479374598
REQUEST		Get Pikachu	1720479374547	1720479374594	OK	 
USER	Pokemon API Test	END	1720479374598
USER	Pokemon API Test	START	1720479374598
REQUEST		Get Pikachu	1720479374540	1720479374598	OK	 
USER	Pokemon API Test	END	1720479374603
USER	Pokemon API Test	END	1720479374604
USER	Pokemon API Test	START	1720479374604
USER	Pokemon API Test	START	1720479374604
REQUEST		Get Pikachu	1720479374553	1720479374605	OK	 
USER	Pokemon API Test	END	1720479374609
USER	Pokemon API Test	START	1720479374610
REQUEST		Get Pikachu	1720479374554	1720479374616	OK	 
USER	Pokemon API Test	END	1720479374622
USER	Pokemon API Test	START	1720479374623
REQUEST		Get Pikachu	1720479374494	1720479374621	OK	 
USER	Pokemon API Test	END	1720479374625
REQUEST		Get Pikachu	1720479374599	1720479374631	OK	 
USER	Pokemon API Test	END	1720479374632
USER	Pokemon API Test	START	1720479374633
USER	Pokemon API Test	START	1720479374643
REQUEST		Get Pikachu	1720479374597	1720479374649	OK	 
USER	Pokemon API Test	END	1720479374660
USER	Pokemon API Test	START	1720479374660
REQUEST		Get Pikachu	1720479374588	1720479374645	OK	 
USER	Pokemon API Test	END	1720479374661
USER	Pokemon API Test	START	1720479374665
REQUEST		Get Pikachu	1720479374604	1720479374662	OK	 
USER	Pokemon API Test	END	1720479374666
REQUEST		Get Pikachu	1720479374604	1720479374663	OK	 
USER	Pokemon API Test	END	1720479374667
REQUEST		Get Pikachu	1720479374605	1720479374654	OK	 
USER	Pokemon API Test	START	1720479374668
USER	Pokemon API Test	END	1720479374668
USER	Pokemon API Test	START	1720479374669
REQUEST		Get Pikachu	1720479374610	1720479374666	OK	 
USER	Pokemon API Test	END	1720479374671
USER	Pokemon API Test	START	1720479374671
REQUEST		Get Pikachu	1720479374623	1720479374675	OK	 
REQUEST		Get Pikachu	1720479374587	1720479374673	OK	 
USER	Pokemon API Test	END	1720479374684
USER	Pokemon API Test	START	1720479374685
REQUEST		Get Pikachu	1720479374633	1720479374686	OK	 
USER	Pokemon API Test	END	1720479374687
USER	Pokemon API Test	START	1720479374687
USER	Pokemon API Test	END	1720479374688
USER	Pokemon API Test	START	1720479374691
USER	Pokemon API Test	START	1720479374692
REQUEST		Get Pikachu	1720479374669	1720479374709	OK	 
USER	Pokemon API Test	END	1720479374710
USER	Pokemon API Test	START	1720479374711
REQUEST		Get Pikachu	1720479374669	1720479374720	OK	 
USER	Pokemon API Test	END	1720479374725
USER	Pokemon API Test	START	1720479374725
REQUEST		Get Pikachu	1720479374673	1720479374723	OK	 
USER	Pokemon API Test	END	1720479374727
REQUEST		Get Pikachu	1720479374692	1720479374729	OK	 
USER	Pokemon API Test	END	1720479374730
USER	Pokemon API Test	START	1720479374730
USER	Pokemon API Test	START	1720479374736
REQUEST		Get Pikachu	1720479374685	1720479374735	OK	 
USER	Pokemon API Test	END	1720479374739
USER	Pokemon API Test	START	1720479374739
REQUEST		Get Pikachu	1720479374643	1720479374733	OK	 
USER	Pokemon API Test	END	1720479374744
REQUEST		Get Pikachu	1720479374666	1720479374725	OK	 
USER	Pokemon API Test	START	1720479374744
USER	Pokemon API Test	END	1720479374745
REQUEST		Get Pikachu	1720479374688	1720479374741	OK	 
USER	Pokemon API Test	END	1720479374749
USER	Pokemon API Test	START	1720479374751
REQUEST		Get Pikachu	1720479374692	1720479374731	OK	 
USER	Pokemon API Test	END	1720479374752
USER	Pokemon API Test	START	1720479374752
USER	Pokemon API Test	START	1720479374753
REQUEST		Get Pikachu	1720479374668	1720479374768	OK	 
USER	Pokemon API Test	END	1720479374775
USER	Pokemon API Test	START	1720479374775
REQUEST		Get Pikachu	1720479374744	1720479374774	OK	 
USER	Pokemon API Test	END	1720479374777
USER	Pokemon API Test	START	1720479374778
REQUEST		Get Pikachu	1720479374711	1720479374780	OK	 
REQUEST		Get Pikachu	1720479374737	1720479374786	OK	 
USER	Pokemon API Test	END	1720479374792
USER	Pokemon API Test	END	1720479374792
USER	Pokemon API Test	START	1720479374792
REQUEST		Get Pikachu	1720479374726	1720479374786	OK	 
USER	Pokemon API Test	END	1720479374793
USER	Pokemon API Test	START	1720479374794
REQUEST		Get Pikachu	1720479374730	1720479374787	OK	 
USER	Pokemon API Test	END	1720479374794
USER	Pokemon API Test	START	1720479374795
USER	Pokemon API Test	START	1720479374796
REQUEST		Get Pikachu	1720479374745	1720479374802	OK	 
USER	Pokemon API Test	END	1720479374806
REQUEST		Get Pikachu	1720479374751	1720479374804	OK	 
USER	Pokemon API Test	START	1720479374808
USER	Pokemon API Test	END	1720479374809
USER	Pokemon API Test	START	1720479374809
REQUEST		Get Pikachu	1720479374753	1720479374819	OK	 
USER	Pokemon API Test	END	1720479374823
USER	Pokemon API Test	START	1720479374823
REQUEST		Get Pikachu	1720479374753	1720479374813	OK	 
USER	Pokemon API Test	END	1720479374826
USER	Pokemon API Test	START	1720479374826
REQUEST		Get Pikachu	1720479374776	1720479374827	OK	 
USER	Pokemon API Test	END	1720479374828
USER	Pokemon API Test	START	1720479374828
REQUEST		Get Pikachu	1720479374797	1720479374833	OK	 
USER	Pokemon API Test	END	1720479374835
USER	Pokemon API Test	START	1720479374835
REQUEST		Get Pikachu	1720479374778	1720479374833	OK	 
USER	Pokemon API Test	END	1720479374837
REQUEST		Get Pikachu	1720479374794	1720479374836	OK	 
USER	Pokemon API Test	END	1720479374843
USER	Pokemon API Test	START	1720479374843
USER	Pokemon API Test	START	1720479374845
REQUEST		Get Pikachu	1720479374795	1720479374857	OK	 
USER	Pokemon API Test	END	1720479374861
REQUEST		Get Pikachu	1720479374809	1720479374857	OK	 
USER	Pokemon API Test	END	1720479374862
USER	Pokemon API Test	START	1720479374862
REQUEST		Get Pikachu	1720479374792	1720479374852	OK	 
USER	Pokemon API Test	START	1720479374863
USER	Pokemon API Test	END	1720479374864
USER	Pokemon API Test	START	1720479374864
REQUEST		Get Pikachu	1720479374828	1720479374869	OK	 
USER	Pokemon API Test	END	1720479374870
USER	Pokemon API Test	START	1720479374870
REQUEST		Get Pikachu	1720479374824	1720479374874	OK	 
USER	Pokemon API Test	END	1720479374878
USER	Pokemon API Test	START	1720479374878
REQUEST		Get Pikachu	1720479374809	1720479374879	OK	 
USER	Pokemon API Test	END	1720479374884
REQUEST		Get Pikachu	1720479374826	1720479374883	OK	 
USER	Pokemon API Test	END	1720479374887
USER	Pokemon API Test	START	1720479374888
USER	Pokemon API Test	START	1720479374889
REQUEST		Get Pikachu	1720479374845	1720479374890	OK	 
USER	Pokemon API Test	END	1720479374894
USER	Pokemon API Test	START	1720479374894
REQUEST		Get Pikachu	1720479374835	1720479374904	OK	 
USER	Pokemon API Test	END	1720479374908
USER	Pokemon API Test	START	1720479374908
REQUEST		Get Pikachu	1720479374864	1720479374908	OK	 
USER	Pokemon API Test	END	1720479374909
USER	Pokemon API Test	START	1720479374909
REQUEST		Get Pikachu	1720479374844	1720479374905	OK	 
USER	Pokemon API Test	END	1720479374911
USER	Pokemon API Test	START	1720479374911
REQUEST		Get Pikachu	1720479374870	1720479374920	OK	 
USER	Pokemon API Test	END	1720479374925
USER	Pokemon API Test	START	1720479374925
REQUEST		Get Pikachu	1720479374864	1720479374917	OK	 
USER	Pokemon API Test	END	1720479374926
USER	Pokemon API Test	START	1720479374926
REQUEST		Get Pikachu	1720479374862	1720479374922	OK	 
USER	Pokemon API Test	END	1720479374929
USER	Pokemon API Test	START	1720479374929
REQUEST		Get Pikachu	1720479374889	1720479374929	OK	 
USER	Pokemon API Test	END	1720479374930
USER	Pokemon API Test	START	1720479374931
REQUEST		Get Pikachu	1720479374879	1720479374933	OK	 
USER	Pokemon API Test	END	1720479374938
USER	Pokemon API Test	START	1720479374938
REQUEST		Get Pikachu	1720479374896	1720479374943	OK	 
USER	Pokemon API Test	END	1720479374947
USER	Pokemon API Test	START	1720479374947
REQUEST		Get Pikachu	1720479374888	1720479374954	OK	 
USER	Pokemon API Test	END	1720479374959
USER	Pokemon API Test	START	1720479374959
REQUEST		Get Pikachu	1720479374925	1720479374965	OK	 
USER	Pokemon API Test	END	1720479374966
REQUEST		Get Pikachu	1720479374910	1720479374960	OK	 
USER	Pokemon API Test	END	1720479374970
USER	Pokemon API Test	START	1720479374970
REQUEST		Get Pikachu	1720479374909	1720479374966	OK	 
USER	Pokemon API Test	END	1720479374970
USER	Pokemon API Test	START	1720479374971
USER	Pokemon API Test	START	1720479374971
REQUEST		Get Pikachu	1720479374931	1720479374973	OK	 
USER	Pokemon API Test	END	1720479374979
REQUEST		Get Pikachu	1720479374931	1720479374980	OK	 
USER	Pokemon API Test	START	1720479374994
USER	Pokemon API Test	END	1720479374994
USER	Pokemon API Test	START	1720479374994
REQUEST		Get Pikachu	1720479374938	1720479374985	OK	 
USER	Pokemon API Test	END	1720479374995
USER	Pokemon API Test	START	1720479374996
REQUEST		Get Pikachu	1720479374949	1720479374996	OK	 
REQUEST		Get Pikachu	1720479374926	1720479374976	OK	 
USER	Pokemon API Test	END	1720479374997
USER	Pokemon API Test	END	1720479374997
USER	Pokemon API Test	START	1720479374997
USER	Pokemon API Test	START	1720479374997
REQUEST		Get Pikachu	1720479374912	1720479375003	OK	 
USER	Pokemon API Test	END	1720479375007
USER	Pokemon API Test	START	1720479375007
REQUEST		Get Pikachu	1720479374970	1720479375015	OK	 
USER	Pokemon API Test	END	1720479375019
USER	Pokemon API Test	START	1720479375019
REQUEST		Get Pikachu	1720479374995	1720479375036	OK	 
USER	Pokemon API Test	END	1720479375037
USER	Pokemon API Test	START	1720479375038
REQUEST		Get Pikachu	1720479375008	1720479375043	OK	 
USER	Pokemon API Test	END	1720479375044
USER	Pokemon API Test	START	1720479375044
REQUEST		Get Pikachu	1720479374959	1720479375038	OK	 
USER	Pokemon API Test	END	1720479375045
REQUEST		Get Pikachu	1720479374971	1720479375045	OK	 
REQUEST		Get Pikachu	1720479374994	1720479375042	OK	 
REQUEST		Get Pikachu	1720479374998	1720479375047	OK	 
USER	Pokemon API Test	END	1720479375055
USER	Pokemon API Test	START	1720479375056
USER	Pokemon API Test	END	1720479375056
USER	Pokemon API Test	END	1720479375057
USER	Pokemon API Test	START	1720479375057
USER	Pokemon API Test	START	1720479375057
REQUEST		Get Pikachu	1720479374971	1720479375057	OK	 
REQUEST		Get Pikachu	1720479374997	1720479375057	OK	 
USER	Pokemon API Test	END	1720479375065
USER	Pokemon API Test	END	1720479375065
USER	Pokemon API Test	START	1720479375065
USER	Pokemon API Test	START	1720479375065
USER	Pokemon API Test	START	1720479375068
REQUEST		Get Pikachu	1720479374996	1720479375068	OK	 
USER	Pokemon API Test	END	1720479375072
USER	Pokemon API Test	START	1720479375072
REQUEST		Get Pikachu	1720479375020	1720479375069	OK	 
USER	Pokemon API Test	END	1720479375074
USER	Pokemon API Test	START	1720479375074
REQUEST		Get Pikachu	1720479375061	1720479375091	OK	 
USER	Pokemon API Test	END	1720479375093
USER	Pokemon API Test	START	1720479375093
REQUEST		Get Pikachu	1720479375057	1720479375105	OK	 
USER	Pokemon API Test	END	1720479375109
USER	Pokemon API Test	START	1720479375109
REQUEST		Get Pikachu	1720479375044	1720479375108	OK	 
USER	Pokemon API Test	END	1720479375112
USER	Pokemon API Test	START	1720479375112
REQUEST		Get Pikachu	1720479375038	1720479375104	OK	 
USER	Pokemon API Test	END	1720479375121
REQUEST		Get Pikachu	1720479375065	1720479375117	OK	 
USER	Pokemon API Test	END	1720479375122
USER	Pokemon API Test	START	1720479375122
REQUEST		Get Pikachu	1720479375076	1720479375124	OK	 
REQUEST		Get Pikachu	1720479375068	1720479375121	OK	 
USER	Pokemon API Test	END	1720479375126
USER	Pokemon API Test	START	1720479375126
USER	Pokemon API Test	START	1720479375126
REQUEST		Get Pikachu	1720479375061	1720479375126	OK	 
USER	Pokemon API Test	END	1720479375132
REQUEST		Get Pikachu	1720479375074	1720479375131	OK	 
USER	Pokemon API Test	END	1720479375135
USER	Pokemon API Test	START	1720479375135
USER	Pokemon API Test	END	1720479375135
USER	Pokemon API Test	START	1720479375135
USER	Pokemon API Test	START	1720479375136
REQUEST		Get Pikachu	1720479375066	1720479375142	OK	 
USER	Pokemon API Test	END	1720479375147
USER	Pokemon API Test	START	1720479375147
REQUEST		Get Pikachu	1720479375093	1720479375148	OK	 
USER	Pokemon API Test	END	1720479375156
USER	Pokemon API Test	START	1720479375157
REQUEST		Get Pikachu	1720479375122	1720479375157	OK	 
USER	Pokemon API Test	END	1720479375158
USER	Pokemon API Test	START	1720479375158
REQUEST		Get Pikachu	1720479375113	1720479375161	OK	 
USER	Pokemon API Test	END	1720479375167
USER	Pokemon API Test	START	1720479375167
REQUEST		Get Pikachu	1720479375136	1720479375173	OK	 
USER	Pokemon API Test	END	1720479375174
REQUEST		Get Pikachu	1720479375126	1720479375174	OK	 
USER	Pokemon API Test	END	1720479375178
USER	Pokemon API Test	START	1720479375178
USER	Pokemon API Test	START	1720479375178
REQUEST		Get Pikachu	1720479375126	1720479375182	OK	 
USER	Pokemon API Test	END	1720479375186
USER	Pokemon API Test	START	1720479375187
REQUEST		Get Pikachu	1720479375136	1720479375190	OK	 
USER	Pokemon API Test	END	1720479375194
USER	Pokemon API Test	START	1720479375194
REQUEST		Get Pikachu	1720479375147	1720479375200	OK	 
USER	Pokemon API Test	END	1720479375204
USER	Pokemon API Test	START	1720479375204
REQUEST		Get Pikachu	1720479375179	1720479375208	OK	 
USER	Pokemon API Test	END	1720479375210
REQUEST		Get Pikachu	1720479375150	1720479375207	OK	 
USER	Pokemon API Test	END	1720479375217
REQUEST		Get Pikachu	1720479375158	1720479375212	OK	 
USER	Pokemon API Test	END	1720479375218
USER	Pokemon API Test	START	1720479375218
USER	Pokemon API Test	START	1720479375218
REQUEST		Get Pikachu	1720479375157	1720479375210	OK	 
USER	Pokemon API Test	END	1720479375218
USER	Pokemon API Test	START	1720479375218
USER	Pokemon API Test	START	1720479375218
REQUEST		Get Pikachu	1720479375167	1720479375220	OK	 
USER	Pokemon API Test	END	1720479375224
USER	Pokemon API Test	START	1720479375225
REQUEST		Get Pikachu	1720479375179	1720479375228	OK	 
USER	Pokemon API Test	END	1720479375232
USER	Pokemon API Test	START	1720479375233
REQUEST		Get Pikachu	1720479375110	1720479375207	OK	 
USER	Pokemon API Test	END	1720479375237
USER	Pokemon API Test	START	1720479375237
REQUEST		Get Pikachu	1720479375187	1720479375236	OK	 
USER	Pokemon API Test	END	1720479375240
USER	Pokemon API Test	START	1720479375240
REQUEST		Get Pikachu	1720479375218	1720479375249	OK	 
REQUEST		Get Pikachu	1720479375194	1720479375243	OK	 
USER	Pokemon API Test	END	1720479375250
USER	Pokemon API Test	START	1720479375250
USER	Pokemon API Test	END	1720479375251
USER	Pokemon API Test	START	1720479375251
REQUEST		Get Pikachu	1720479375218	1720479375264	OK	 
USER	Pokemon API Test	END	1720479375273
REQUEST		Get Pikachu	1720479375218	1720479375268	OK	 
USER	Pokemon API Test	END	1720479375274
USER	Pokemon API Test	START	1720479375274
USER	Pokemon API Test	START	1720479375275
REQUEST		Get Pikachu	1720479375225	1720479375277	OK	 
USER	Pokemon API Test	END	1720479375285
USER	Pokemon API Test	START	1720479375285
REQUEST		Get Pikachu	1720479375233	1720479375285	OK	 
USER	Pokemon API Test	END	1720479375286
USER	Pokemon API Test	START	1720479375286
REQUEST		Get Pikachu	1720479375205	1720479375281	OK	 
USER	Pokemon API Test	END	1720479375286
REQUEST		Get Pikachu	1720479375218	1720479375286	OK	 
USER	Pokemon API Test	END	1720479375295
USER	Pokemon API Test	START	1720479375295
USER	Pokemon API Test	START	1720479375301
REQUEST		Get Pikachu	1720479375242	1720479375300	OK	 
USER	Pokemon API Test	END	1720479375304
USER	Pokemon API Test	START	1720479375304
REQUEST		Get Pikachu	1720479375274	1720479375313	OK	 
USER	Pokemon API Test	END	1720479375314
REQUEST		Get Pikachu	1720479375251	1720479375314	OK	 
USER	Pokemon API Test	END	1720479375318
USER	Pokemon API Test	START	1720479375319
USER	Pokemon API Test	START	1720479375319
REQUEST		Get Pikachu	1720479375251	1720479375319	OK	 
USER	Pokemon API Test	END	1720479375324
USER	Pokemon API Test	START	1720479375326
REQUEST		Get Pikachu	1720479375238	1720479375318	OK	 
USER	Pokemon API Test	END	1720479375328
USER	Pokemon API Test	START	1720479375328
REQUEST		Get Pikachu	1720479375275	1720479375331	OK	 
USER	Pokemon API Test	END	1720479375335
USER	Pokemon API Test	START	1720479375335
REQUEST		Get Pikachu	1720479375285	1720479375336	OK	 
USER	Pokemon API Test	END	1720479375340
REQUEST		Get Pikachu	1720479375287	1720479375337	OK	 
USER	Pokemon API Test	END	1720479375341
USER	Pokemon API Test	START	1720479375341
USER	Pokemon API Test	START	1720479375341
REQUEST		Get Pikachu	1720479375302	1720479375348	OK	 
USER	Pokemon API Test	END	1720479375349
USER	Pokemon API Test	START	1720479375349
REQUEST		Get Pikachu	1720479375296	1720479375353	OK	 
REQUEST		Get Pikachu	1720479375305	1720479375358	OK	 
USER	Pokemon API Test	END	1720479375362
USER	Pokemon API Test	START	1720479375362
USER	Pokemon API Test	END	1720479375363
REQUEST		Get Pikachu	1720479375328	1720479375366	OK	 
USER	Pokemon API Test	END	1720479375367
USER	Pokemon API Test	START	1720479375367
REQUEST		Get Pikachu	1720479375319	1720479375363	OK	 
USER	Pokemon API Test	END	1720479375368
USER	Pokemon API Test	START	1720479375369
USER	Pokemon API Test	START	1720479375369
REQUEST		Get Pikachu	1720479375319	1720479375379	OK	 
USER	Pokemon API Test	END	1720479375384
USER	Pokemon API Test	START	1720479375384
REQUEST		Get Pikachu	1720479375327	1720479375375	OK	 
USER	Pokemon API Test	END	1720479375385
USER	Pokemon API Test	START	1720479375387
REQUEST		Get Pikachu	1720479375335	1720479375389	OK	 
